Group_ID,Domain,Technique_ID,Technique_Name,Sub_Technique_ID,Sub_Technique_Name,Full_Technique_ID,Full_Technique_Name,Use
G0080,Enterprise,T1218,System Binary Proxy Execution,.010,Regsvr32,T1218.010,System Binary Proxy Execution: Regsvr32,Cobalt Group has used regsvr32.exe to execute scripts.[1][11][12]
G0080,Enterprise,T1204,User Execution,.001,Malicious Link,T1204.001,User Execution: Malicious Link,Cobalt Group has sent emails containing malicious links that require users to execute a file or macro to infect the victim machine.[1][13][9]
G0080,Enterprise,T1204,User Execution,.002,Malicious File,T1204.002,User Execution: Malicious File,Cobalt Group has sent emails containing malicious attachments that require users to execute a file or macro to infect the victim machine.[1][13]
G0080,Enterprise,T1220,XSL Script Processing,,,T1220,XSL Script Processing,Cobalt Group used msxsl.exe to bypass AppLocker and to invoke Jscript code from an XSL file.[1]
G0142,Enterprise,T1583,Acquire Infrastructure,.006,Web Services,T1583.006,Acquire Infrastructure: Web Services,Confucius has obtained cloud storage service accounts to host stolen data.[1]
G0142,Enterprise,T1071,Application Layer Protocol,.001,Web Protocols,T1071.001,Application Layer Protocol: Web Protocols,Confucius has used HTTP for C2 communications.[3]
G0142,Enterprise,T1119,Automated Collection,,,T1119,Automated Collection,"Confucius has used a file stealer to steal documents and images with the following extensions: txt, pdf, png, jpg, doc, xls, xlm, odp, ods, odt, rtf, ppt, xlsx, xlsm, docx, pptx, and jpeg.[2]"
G0142,Enterprise,T1547,Boot or Logon Autostart Execution,.001,Registry Run Keys / Startup Folder,T1547.001,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,Confucius has dropped malicious files into the startup folder %AppData%\Microsoft\Windows\Start Menu\Programs\Startup on a compromised host in order to maintain persistence.[3]
G0142,Enterprise,T1059,Command and Scripting Interpreter,.001,PowerShell,T1059.001,Command and Scripting Interpreter: PowerShell,Confucius has used PowerShell to execute malicious files and payloads.[2]
G0142,Enterprise,T1059,Command and Scripting Interpreter,.005,Visual Basic,T1059.005,Command and Scripting Interpreter: Visual Basic,Confucius has used VBScript to execute malicious code.[1]
G0142,Enterprise,T1041,Exfiltration Over C2 Channel,,,T1041,Exfiltration Over C2 Channel,Confucius has exfiltrated stolen files to its C2 server.[2]
G0142,Enterprise,T1567,Exfiltration Over Web Service,.002,Exfiltration to Cloud Storage,T1567.002,Exfiltration Over Web Service: Exfiltration to Cloud Storage,Confucius has exfiltrated victim data to cloud storage service accounts.[1]
G0142,Enterprise,T1203,Exploitation for Client Execution,,,T1203,Exploitation for Client Execution,"Confucius has exploited Microsoft Office vulnerabilities, including CVE-2015-1641, CVE-2017-11882, and CVE-2018-0802.[3][1]"
G0142,Enterprise,T1083,File and Directory Discovery,,,T1083,File and Directory Discovery,"Confucius has used a file stealer that checks the Document, Downloads, Desktop, and Picture folders for documents and images with specific extensions.[2]"
G0142,Enterprise,T1105,Ingress Tool Transfer,,,T1105,Ingress Tool Transfer,Confucius has downloaded additional files and payloads onto a compromised host following initial access.[3][2]
G0142,Enterprise,T1566,Phishing,.001,Spearphishing Attachment,T1566.001,Phishing: Spearphishing Attachment,Confucius has crafted and sent victims malicious attachments to gain initial access.[3]
G0142,Enterprise,T1566,Phishing,.002,Spearphishing Link,T1566.002,Phishing: Spearphishing Link,Confucius has sent malicious links to victims through email campaigns.[2]
G0142,Enterprise,T1053,Scheduled Task/Job,.005,Scheduled Task,T1053.005,Scheduled Task/Job: Scheduled Task,Confucius has created scheduled tasks to maintain persistence on a compromised host.[2]
G0142,Enterprise,T1218,System Binary Proxy Execution,.005,Mshta,T1218.005,System Binary Proxy Execution: Mshta,Confucius has used mshta.exe to execute malicious VBScript.[1]
G0142,Enterprise,T1082,System Information Discovery,,,T1082,System Information Discovery,"Confucius has used a file stealer that can examine system drives, including those other than the C drive.[2]"
G0142,Enterprise,T1221,Template Injection,,,T1221,Template Injection,Confucius has used a weaponized Microsoft Word document with an embedded RTF exploit.[3]
G0142,Enterprise,T1204,User Execution,.001,Malicious Link,T1204.001,User Execution: Malicious Link,Confucius has lured victims into clicking on a malicious link sent through spearphishing.[2]
G0142,Enterprise,T1204,User Execution,.002,Malicious File,T1204.002,User Execution: Malicious File,Confucius has lured victims to execute malicious attachments included in crafted spearphishing emails related to current topics.[3]
G0052,Enterprise,T1560,Archive Collected Data,.001,Archive via Utility,T1560.001,Archive Collected Data: Archive via Utility,"CopyKittens uses ZPP, a .NET console program, to compress files with ZIP.[2]"
G0052,Enterprise,T1560,Archive Collected Data,.003,Archive via Custom Method,T1560.003,Archive Collected Data: Archive via Custom Method,CopyKittens encrypts data with a substitute cipher prior to exfiltration.[3]
G0052,Enterprise,T1059,Command and Scripting Interpreter,.001,PowerShell,T1059.001,Command and Scripting Interpreter: PowerShell,CopyKittens has used PowerShell Empire.[2]
G0052,Enterprise,T1564,Hide Artifacts,.003,Hidden Window,T1564.003,Hide Artifacts: Hidden Window,CopyKittens has used -w hidden and -windowstyle hidden to conceal PowerShell windows. [2]
G0052,Enterprise,T1588,Obtain Capabilities,.002,Tool,T1588.002,Obtain Capabilities: Tool,"CopyKittens has used Metasploit, Empire, and AirVPN for post-exploitation activities.[4][5]"
G0052,Enterprise,T1090,Proxy,,,T1090,Proxy,CopyKittens has used the AirVPN service for operational activity.[5]
G0052,Enterprise,T1553,Subvert Trust Controls,.002,Code Signing,T1553.002,Subvert Trust Controls: Code Signing,CopyKittens digitally signed an executable with a stolen certificate from legitimate company AI Squared.[2]
G0052,Enterprise,T1218,System Binary Proxy Execution,.011,Rundll32,T1218.011,System Binary Proxy Execution: Rundll32,"CopyKittens uses rundll32 to load various tools on victims, including a lateral movement tool named Vminst, Cobalt Strike, and shellcode.[2]"
G1012,Enterprise,T1583,Acquire Infrastructure,.001,Domains,T1583.001,Acquire Infrastructure: Domains,CURIUM created domains to facilitate strategic website compromise and credential capture activities.[5]
G1012,Enterprise,T1583,Acquire Infrastructure,.003,Virtual Private Server,T1583.003,Acquire Infrastructure: Virtual Private Server,CURIUM created virtual private server instances to facilitate use of malicious domains and other items.[5]
G1012,Enterprise,T1583,Acquire Infrastructure,.004,Server,T1583.004,Acquire Infrastructure: Server,CURIUM has created dedicated servers for command and control and exfiltration purposes.[5]
G1012,Enterprise,T1059,Command and Scripting Interpreter,.001,PowerShell,T1059.001,Command and Scripting Interpreter: PowerShell,CURIUM has leveraged PowerShell scripts for initial process execution and data gathering in victim environments.[1]
G1012,Enterprise,T1584,Compromise Infrastructure,.006,Web Services,T1584.006,Compromise Infrastructure: Web Services,CURIUM has compromised legitimate websites to enable strategic website compromise attacks.[5]
G1012,Enterprise,T1005,Data from Local System,,,T1005,Data from Local System,CURIUM has exfiltrated data from a compromised machine.[2]
G1012,Enterprise,T1189,Drive-by Compromise,,,T1189,Drive-by Compromise,CURIUM has used strategic website compromise to infect victims with malware such as IMAPLoader.[5]
G1012,Enterprise,T1585,Establish Accounts,.001,Social Media Accounts,T1585.001,Establish Accounts: Social Media Accounts,"CURIUM has established a network of fictitious social media accounts, including on Facebook and LinkedIn, to establish relationships with victims, often posing as an attractive woman.[2]"
G1012,Enterprise,T1585,Establish Accounts,.002,Email Accounts,T1585.002,Establish Accounts: Email Accounts,CURIUM has created dedicated email accounts for use with tools such as IMAPLoader.[5]
G1012,Enterprise,T1048,Exfiltration Over Alternative Protocol,.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,T1048.002,Exfiltration Over Alternative Protocol: Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,CURIUM has used SMTPS to exfiltrate collected data from victims.[5]
G1012,Enterprise,T1041,Exfiltration Over C2 Channel,,,T1041,Exfiltration Over C2 Channel,CURIUM has used IMAP and SMTPS for exfiltration via tools such as IMAPLoader.[5]
G1012,Enterprise,T1566,Phishing,.001,Spearphishing Attachment,T1566.001,Phishing: Spearphishing Attachment,CURIUM has used phishing with malicious attachments for initial access to victim environments.[5]
G1012,Enterprise,T1566,Phishing,.003,Spearphishing via Service,T1566.003,Phishing: Spearphishing via Service,CURIUM has used social media to deliver malicious files to victims.[2]
G1012,Enterprise,T1598,Phishing for Information,.003,Spearphishing Link,T1598.003,Phishing for Information: Spearphishing Link,CURIUM used malicious links to adversary-controlled resources for credential harvesting.[5]
G1012,Enterprise,T1505,Server Software Component,.003,Web Shell,T1505.003,Server Software Component: Web Shell,CURIUM has been linked to web shells following likely server compromise as an initial access vector into victim networks.[1]
G1012,Enterprise,T1608,Stage Capabilities,.004,Drive-by Target,T1608.004,Stage Capabilities: Drive-by Target,CURIUM used strategic website compromise to fingerprint then target victims.[5]
G1012,Enterprise,T1082,System Information Discovery,,,T1082,System Information Discovery,"CURIUM deploys information gathering tools focused on capturing IP configuration, running application, system information, and network connectivity information.[1]"
G1012,Enterprise,T1124,System Time Discovery,,,T1124,System Time Discovery,CURIUM deployed mechanisms to check system time information following strategic website compromise attacks.[5]
G1012,Enterprise,T1204,User Execution,.002,Malicious File,T1204.002,User Execution: Malicious File,CURIUM has lured users into opening malicious files delivered via social media.[2]
G1027,ICS,T0812,Default Credentials,,,T0812,Default Credentials,"During the Unitronics Defacement Campaign, the CyberAv3ngers discovered and exploited default credentials found on many Unitronics Programmable Logic Controller (PLC) Human-Machine Interface (HMI). For many of these devices, the default password was set to ‘1111’.[1][3]"
G1027,ICS,T0814,Denial of Service,,,T0814,Denial of Service,"During the Unitronics Defacement Campaign, the CyberAv3ngers defaced controllers’ Human-Machine Interface (HMI), which prevented multiple entities from being able to operate their devices normally.[1][3][4][5] Additionally, the CyberAv3ngers caused a communications failure in a remote pumping station.[6]"
G1027,ICS,T0883,Internet Accessible Device,,,T0883,Internet Accessible Device,"During the Unitronics Defacement Campaign, the CyberAv3ngers exploited devices connected to the public internet, such as internet connected Unitronics Programmable Logic Controller (PLC) with Human-Machine Interface (HMI) and networking equipment such as cellular modems found in OT environments.[1][2]"
G1027,ICS,T0826,Loss of Availability,,,T0826,Loss of Availability,"During the Unitronics Defacement Campaign, the CyberAv3ngers caused multiple businesses to halt operations due to the unavailability of the Programmable Logic Controller (PLC) and Human-Machine Interface (HMI). These victims covered multiple sectors.[4]"
G1027,ICS,T0828,Loss of Productivity and Revenue,,,T0828,Loss of Productivity and Revenue,"During the Unitronics Defacement Campaign, the CyberAv3ngers caused multiple businesses to halt operations in their industrial environments, impacting their typical business operations. These victims covered multiple sectors.[4]"
G1027,ICS,T0829,Loss of View,,,T0829,Loss of View,"During the Unitronics Defacement Campaign, the CyberAv3ngers replaced the existing graphic on the Programmable Logic Controller (PLC) Human-Machine Interface (HMI) with their own, thereby preventing PLC owners and operators from viewing PLC information on the HMI.[1][4]"
G1034,Enterprise,T1071,Application Layer Protocol,.001,Web Protocols,T1071.001,Application Layer Protocol: Web Protocols,Daggerfly uses HTTP for command and control communication.[4]
G1034,Enterprise,T1059,Command and Scripting Interpreter,.001,PowerShell,T1059.001,Command and Scripting Interpreter: PowerShell,Daggerfly used PowerShell to download and execute remote-hosted files on victim systems.[1]
G1034,Enterprise,T1584,Compromise Infrastructure,.004,Server,T1584.004,Compromise Infrastructure: Server,Daggerfly compromised web servers hosting updates for software as part of a supply chain intrusion.[4]
G1034,Enterprise,T1136,Create Account,.001,Local Account,T1136.001,Create Account: Local Account,Daggerfly created a local account on victim machines to maintain access.[1]
G1034,Enterprise,T1587,Develop Capabilities,.002,Code Signing Certificates,T1587.002,Develop Capabilities: Code Signing Certificates,Daggerfly created code signing certificates to sign malicious macOS files.[4]
G1034,Enterprise,T1189,Drive-by Compromise,,,T1189,Drive-by Compromise,Daggerfly has used strategic website compromise for initial access against victims.[4]
G1034,Enterprise,T1574,Hijack Execution Flow,.002,DLL Side-Loading,T1574.002,Hijack Execution Flow: DLL Side-Loading,Daggerfly has used legitimate software to side-load PlugX loaders onto victim systems.[1] Daggerfly is also linked to multiple other instances of side-loading for initial loading activity.[4]
